FECHA,FAMILIA,MODELO,REAL,PRED,IC_LOWER,IC_UPPER
2025-12-01,124,LightGBM,80802.18,53297.46617939124,21688.94546066724,81282.1228903404
2026-01-01,124,LightGBM,47068.799999999996,67497.8389152089,35001.584015086,107367.05258261673
2026-02-01,124,LightGBM,116213.56,53458.90070170865,21280.66321617211,81443.5574126578
2025-03-01,233,XGBoost,33794.16,27903.775390625,27890.63940136719,27914.926015624995
2025-04-01,233,XGBoost,50057.17,28829.87890625,28818.0779453125,28842.742656250004
2025-05-01,233,XGBoost,36642.9,38706.98046875,38693.4401171875,38718.131093749995
2025-06-01,233,XGBoost,66667.43000000001,95772.953125,95754.74385546874,95785.816875
2025-07-01,233,XGBoost,73720.31,69767.9375,69754.3971484375,69779.088125
2025-08-01,233,XGBoost,103371.11,44923.015625,44906.51859375,44935.065640625
2025-09-01,233,XGBoost,93840.59,56886.56640625,56870.069375,56898.616421875
2025-10-01,233,XGBoost,24281.739999999998,83132.328125,83119.6390625,83144.378140625
2025-11-01,233,XGBoost,38710.34,74141.8125,74125.31546874999,74153.862515625
2025-12-01,233,XGBoost,10529.9,26303.736328125,26290.1959765625,26314.886953124995
2026-01-01,233,XGBoost,44237.59,4521.572265625,4510.752890624994,4532.722890624995
2026-02-01,233,XGBoost,17817.079999999998,19657.875,19639.66573046875,19668.58086914062
2025-03-01,233,LightGBM,33794.16,14211.51400019146,14036.824795535611,14370.657343722522
2025-04-01,233,LightGBM,50057.17,7787.733506378483,7613.0443017226335,7946.876849909544
2025-05-01,233,LightGBM,36642.9,37767.816473383406,37593.127268727556,37882.87954257144
2025-06-01,233,LightGBM,66667.43000000001,78382.6897907366,78182.17953038169,78524.6505898425
2025-07-01,233,LightGBM,73720.31,48338.28763636131,48137.77737600641,48497.43097989237
2025-08-01,233,LightGBM,103371.11,66970.93496777324,66769.19747022032,67207.32560409146
2025-09-01,233,LightGBM,93840.59,50378.37352296889,50203.68431831304,50501.34308876276
2025-10-01,233,LightGBM,24281.739999999998,121720.86510421976,121546.17589956391,121880.00844775082
2025-11-01,233,LightGBM,38710.34,132845.29851990595,132639.21850047715,133004.441863437
2025-12-01,233,LightGBM,10529.9,25790.13858370959,25588.984023825727,25905.201652897627
2026-01-01,233,LightGBM,44237.59,94.96621061382858,-105.54404974107355,217.93577640770047
2026-02-01,233,LightGBM,17817.079999999998,16446.15648141936,16244.418983866435,16555.03438423401
